,Unnamed: 0,Nombre de usuario,Usuario,Fecha,Texto
0,0,Bautista Péntecost XY,@BautiPentecost,2021-01-27,vacunas matan gente estan diciendo
1,1,Némesis,@MaryBol95533136,2021-01-27,aplicadores anales nueva forma regimen chino someter gente deteccion virus pcch nueva forma tomar test vez recto exigimos claven primero izquierda comunista
2,2,S A N T I,@diluidoenagua,2021-01-27,encanta tanta gente diciendo asi si queremos va llegar mas rapido
3,3,moon:),@luuunaaaaaaaae,2021-01-27,mejor asi queremos vacunar hacemos mas rapido
4,4,Carlos.,@Carloscdc06,2021-01-27,coman mierda hptas
5,5,Casekage,@case11a,2021-01-27,disque si vacunar
6,6,Luisito Eliot,@luisitoeliot,2021-01-27,si enfermedad viene viene quedarse 2021 aun seguimos tratando h1n1 existen protocolos prevencion ciudadanos debemos cuidarnos cuidar resto cuarentena engano gobierno vacunarnos
7,7,Toño Veloz G.,@Antonioveloz,2021-01-27,dicen creen vacuna modificara adn aunque ustedes tan estupidos tal vez modificacion tan mala idea
8,8,Randy Marsh Epiayú,@touchandgo9,2021-01-27,gobierno inepto supo negociar ingles podido traer vacunas
9,9,Nathaly Priscila,@prsgp,2021-01-27,persona mensa ignorante empatia
10,10,Darianys Ochoa,@DarianysOchoa,2021-01-27,quiera pasa inservible presidente dado comprar vacunas
11,11,𝕾𝖆𝖒𝖆𝖓𝖙𝖍𝖆 𝖉𝖊 𝕸𝖎𝖓𝖌𝖔,@Samdarbal,2021-01-27,sida risa ht si tuvieramos vacuna aqui calculo apenas siguiente ano oportunidad comprarla nunca recibirla gratuita menos 40 pa abajo
12,12,Christian Unfried,@ChUnfried,2021-01-27,supongo hashtag promoviendolo uribestias justificar tener vacuna pais
13,13,Diego Badillo-Sanchez,@DiegoABadilloS,2021-01-27,encanta orgullo colombianos ganamos cara sello llega vacuna pais pues salimos incompetencia politicas publicas sino q asi decidimos
14,14,Sandra Sirhan,@SandraSirhan,2021-01-27,estan tan putrefactas pierre peluquier mejora pisan cola sola
15,15,Sandra Sirhan,@SandraSirhan,2021-01-27,mas horribles erizo arana q recaucho ojos pa ver mejor diarrea calle uso genero tonta podridas indignas comparable maldad mujer ciper izkia arana
16,16,@DNA_Mx,@DNA_Mx,2021-01-27,bueno menos pusieron chernobyl ii vacuna rusa ahi si madres
17,17,Retornado,@frases_retorno,2021-01-27,tiempo tiempo
18,18,Kelec -oh-,@KelecSir,2021-01-27,pais tendencia jajaja tontos
19,19,"Alter-Pop
|| Bendito coraje",@alasuroboro,2021-01-27,si implanta chip ruso solo espero putin llegue pronto tocar puerta iiiiuuuuuuuu
20,20,"Alter-Pop
|| Bendito coraje",@alasuroboro,2021-01-27,aok pues decian abuelos menos burros mas olotes
21,21,am,@am_espg,2021-01-27,cuidado vacuna rusa vayan inocular virus comunismo volvemos venezuela
22,22,EL TIO MAKARIOS,@MakariosTio,2021-01-27,saben mas gracioso ustedes decian virus existia ahora quieren vacunar vacuna muta virus jajajaja
23,23,Coni,@CooonyA,2021-01-27,gente fuma cigarro come embutidos comida chatarra diciendo quizas vacuna
24,24,Jesús CO,@jcool0707,2021-01-27,decision cada asi solo dejar haga parte
25,25,☭Ivan Trezk Hetecho☭,@TXe29yGWzLe5U3q,2021-01-27,provocado irresponsables digan chiste automedican intoxican comen porquerias quieren poner solo necios ignorantes
26,26,Boris Quiroga,@SrBoris,2021-01-27,imagino tampoco lavan raja
27,27,¿Por qué es Tendencia?,@mxestendencia,2021-01-27,usan hashtag criticar quieren vacunarse
28,28,Juan Sebastián,@JuanSeLR,2021-01-27,ojala quieran vacunar asi vacunan mas rapido
29,29,D´sae,@iiSaenz,2021-01-27,gracias todas personas tiempo espera acceder vacuna disminuye hurra
30,30,Carlos Soto Valdés,@carlos_soto_v,2021-01-27,personas deberian perder derecho tener hijos si vamos reproducir especie deberiamos ir eliminando estupidezde sociedad
31,31,"Miss Garcho
‍",@_minutiae_,2021-01-27,si apoyas deberia exigir dar dni datos si enfermas pagas tratamiento enfrentarte cargo delito salud publica
32,32,Angelena,@Theridgeflowing,2021-01-27,bueno voy crearme burbuja gigante monton locos
33,33,Juanito Preguntón.,@ElPaturrias,2021-01-27,insisto super chevere vacunen sigan moviendo mas vacunas si queremos toca esperar menos
34,34,Titan,@Titan_cl,2021-01-27,parece lema pinera almeyda clavito godoy mejor chile
35,35,Paula.,@pauIap,2021-01-27,twittean saben aca llegan vacunas
36,36,JuanSolito #LaR,@JuanSolito4,2021-01-27,vacuna aprobada nivel mundial pata ser conejillo indias rusos chinos astra pzifer moderna
37,37,seXCX,@groovieA,2021-01-27,puro team kong apoya ojo
38,38,𝔍𝔬𝔶𝔠𝔢,@joyce_nobody,2021-01-27,team kong simio ignorante
39,39,Dr. Herrerias,@Dr_Spiel,2021-01-27,vi paso eren jaeger despues papa ponia pues
40,40,JuandaVision,@juanpablolmz,2021-01-27,vaiga siendo chip vean paro unas 10 veces cocina ver
41,41,anderestebu,@anderestebu,2021-01-27,nunca viene mal recordar ninos vacunarse gran canaria palma
42,42,El punktriarca.,@paranormaiq,2021-01-27,bueno ahora cree oms va aceptar aborto debe ser legal deberia ir mandando propuesta senadora
43,43,Viky Godiva RH-4T+,@VikyGodiva,2021-01-27,ver repitan conmigo ta rado contagiare mo ri re podrido co vid
44,44,Alan Cullen,@AlanCullenPage,2021-01-27,senora vacuna mas estudios usted
45,45,Soybryan-ALV,@SoybryanA,2021-01-27,ver sera experimento fase 3 culero mas alla haran segun fda cofepris hab autorizado hara motivos mas politicos eu casualidad labchino acciones eu si autorizan
46,46,El Sebas,@WeonChaquetero,2021-01-27,generacion mierda entro twitter weones hacen twitter antiguo weno habriamos puesto razones chistosas bakan reimos ahora weones enojan hacen gente re culia vuelvan facebook
47,47,Lizyporelmundo,@lizyporelmundo,2021-01-27,pues dice mama muerto coronas haganse lado turbo jalo vacune go away troglodytes
48,48,Kris.,@Kris_und,2021-01-27,pario teletubbi mierda
49,49,No hay como el sur de Chile.,@luisjary,2021-01-27,encuesta ustedes oportunidad vacunarse haran 70 30 20 votos resultados finales
50,50,Alex,@onasojnxoajndco,2021-01-27,espero mamonazos ofrezcan entonces ir empujar camillas ayudar ducharse hacer cambios posturales hospital gente covi ah firmen pa rechazar cualquier tipo tratamiento si contagian
51,51,Stardust,@xiplou,2021-01-27,perdon falta atecion
52,52,pAtOi!* LiberarPresxsDLaRevuelta,@Patoi1312,2021-01-27,prohibe
53,53,Edmundo del Devés,@EdmundodelDeves,2021-01-27,peor llevo cuelan negacionistas
54,54,Marly,@Marly33333,2021-01-27,fuenteovejuna tod
55,55,ℑ𝔯𝔢𝔱𝔥,@irethstark,2021-01-27,mantener viva ultima neurona queda acordarme pin iphone x plus 4080 voy gastar 2000 jugar preguntados amigos facebook
56,56,⌬ Químicos Farmacobiólogos ⌬,@QuimicosFB,2021-01-27,dicen despues darle shot cloro ganas morir impresionantes
57,57,𝓐𝓷𝓰𝓮𝓵𝓪,@__4ngela__,2021-01-27,estan weando
58,58,Felipe81,@Drfelipe81,2021-01-27,asi bajaron trump debieran cerrar cualquier imbecil antivacuna
59,59,Daniel Cardona,@DCardona92,2021-01-27,comprado apenas lleguen obvio vacuno
60,60,elquetecuento,@nojodasloko,2021-01-27,visto 10 tweets aleatoriamente 10 8 latam 2 espana sabia cosas mal ahi
61,61,José Luis Nabor,@nabgar02,2021-01-27,quiero rastreen roben informacion personal carnal sales ciudad computadora solo corridos porno mamar crees bill gates va importar wey tercermundista secundaria trunca
62,62,Cineinspiracion,@cineinspiracion,2021-01-27,wones genocidio mas grande historia reciente mayor matanza poblacion 3 anos mas estara pobre gente
63,63,αrmαηdo,@Armandovelait,2021-01-27,jajajaja siguen mamando culo mas
64,64,"Akech*Pancakes King
*",@AkechGoro6382,2021-01-27,bueno mientras menos gente pendeja mundo sera mejor
65,65,DrTrooper,@DrTr00per,2021-01-27,celebro ht asi habra acceso mas rapido vacuna gente quiere enfermarse
66,66,"Cyan Sky
PL Fandom Mode",@TurquoiseCake1,2021-01-27,aun llega mentada vacuna trabajo seguimos esperando burocratas quieren muramos alv managers vale bienestar empleados uuu
67,67,Violeta Moreno,@VioletMoreno,2021-01-27,mas tonto pensar pondran jajajaja si seguramente compro kilos papel bano comenzo
68,68,angicita | rosé solo,@rinsiespov,2021-01-27,cante cabron vos toda bola grupo madre cante cabron malnacido cago madre oiste
69,69,angicita | rosé solo,@rinsiespov,2021-01-27,intoclabe iluminati real q masste oiste cabrones satana demonio
70,70,La Leyva,@Claussauriazul,2021-01-27,sabe porquerias vacuna comunista dano haga cuerpo da trago coca 2 lts echa punado papas fritas
71,71,𝔻𝕣. 𝕊𝕜𝕪𝕨𝕒𝕝𝕜𝕖𝕣,@MDSkywalkerC,2021-01-27,buen dia ustedes excepto mequetrefes
72,72,Mayte G,@mayteconigriega,2021-01-27,alumnos 4 anos comentando hoy asamblea importantes vacunas mas inteligentes
73,73,Lissette/ ΘDD ΞΥΞ,@Lissette_DG,2021-01-27,tendencias vivo pais tercermundista recordando
74,74,Nacho,@_Nihilanth_,2021-01-27,rechazo tambien une mueran pais patriotas
75,75,۞ Republicano Andalûh,@AntuanSquare,2021-01-27,ano premio darwin concede conjuntamente lumbreras
76,76,Guillem,@guillem_kfc,2021-01-27,dema us convoco cal cardona mirar isla hi aforo limitat 6 persones 2 bombolles
77,77,Miguel Angel,@HombrePajaro12,2021-01-27,quiero gobiernos controlen quiten libertad jose vende voto kilo frijol trabaja mas 15 horas dia
78,78,angicita | rosé solo,@rinsiespov,2021-01-27,hola feo tal va pvta vida mierda sabias cara gusta mierda pos digo mas shushi pareces mierda baca man comio vomito volvio comer vomito nuevamente luego cago encima mierda
79,79,Kobe Maldonado Mexico,@KobeHuta,2021-01-27,j jajajajaajaja hizo vista gorda
80,80,D̷o̷u̷b̷t̷e̷d̷C̷r̷,@llDoubtedll,2021-01-27,wey cree bill gates quiere cuentas bancarias solo 100 pesos ahorro porfavor si quisieran esclavizar compraria bill gates mexico tonelada aguacate cabeza
81,81,Juguito de Amsiedad.,@j_EduardoVera,2021-01-27,van alterar adn vacunas arn mensajero alteran adn si altera adn fumar ponerse bloqueador alimentos ultraprocesados refresco hace dieta alcohol etc adn siempre mutando
82,82,Marly,@Marly33333,2021-01-27,creais antivirales gran negocio mal enferma destroza defensas falsa enfermedad virus peligroso ninos ano ancianos casas salvo positivos nunca enferman falsa pandemia
83,83,Victor mendez❁,@Victormenndz26,2021-01-27,dicen saber mierda meto cuerpo bien metes esteroides hijo puta pegabas duro coca podia salir fiesta 100 sano iti
84,84,Kar,@Karolav0,2021-01-27,dice misma persona trae cubrebocas amaca papada
85,85,Pedro Ramirez,@PedroRa92021001,2021-01-27,miguel polo polo natalia paris duo superheroes uribistas salvaran colombia experto economia inmunologia
86,86,Espinosa,@jesusespalv,2021-01-27,asi senora rusia va implantar chip rastrear triste vida llena chismes deudas coppel tandas 100 vecinas
87,87,Canibal 61,@AnibalSanchezP1,2021-01-27,querer vacunarse total falta responsabilidad social ademas muestra ignorancia
88,88,Raimundo Herrera,@ray059,2021-01-27,condo entro ver tweets encuentro personas si vacunarian si vacunarian hicieron tendencia
89,89,miss B,@MISSBLANDINGS,2021-01-27,estareis haciendo necesidad virtud vacunado 2 dosis 125 mil personas 47 millones vacunas toca 2022 hacia julio
90,90,Yeison Andrés,@Yeison_Andres16,2021-01-27,voy vacunar si llegado vacunas pais
91,91,EddyTv,@EduardoCime5,2021-01-27,diciendo vacuna salchichas 3 pesos feria xd xd xd
92,92,Rafael Díaz,@Compadre_Rafa,2021-01-27,colombia jajajjajajaj vacunas ridiculos
93,93,Juan Camilo,@MrCamiloR,2021-01-27,secta promoviendo
94,94,Marly,@Marly33333,2021-01-27,parece juego dejar apartado puedan pagar vacuna carnet vacuna estan vendiendo mejor postor seguramente buenas placebo previo pago daninas productivos privatizar mundo falsa pandemia
95,95,Despistaku,@Despistaku,2021-01-27,mejores formas encontrar vida nointeligente paisplaneta salvo caso uso ironicojolgorio
96,96,Víctor flores,@MusicfloresVic,2021-01-27,verdad obrador va colocar vacuna rusa china estan aprobadas fda ciudadanos tercera edad peligroso seguramente llegara pension si hacen favor vacunas aprobadas
97,97,𝐀i𝐓aNa /,@_Aitana_R,2021-01-27,q toque x s publica pais vergenza q escandalo mercantileo ricos paquete turistico viajen fin mundo x miles vacuna incluida ciudadanos 1a 2a prohibirlo mundo tristeza rabia
98,98,angicita | rosé solo,@rinsiespov,2021-01-27,perdon irme sobrino dijo culo sabes moverlo empieza perrear segun ensenarme empute demostre si perrear siquiera practique
99,99,"🆂
🆁🆃
🅽 🆇",@dershura_89,2021-01-27,van implantarme chip mamen quiero pongan ryzen 7 3700x rtx 3080 loco clinica debo ir
100,100,Víctor flores,@MusicfloresVic,2021-01-27,verdad obrador va colocar vacuna rusa china estan aprobadas fda ciudadanos tercera edad peligroso seguramente llegara pension si hacen favor vacunas aprobadas si morena peligro
101,101,Víctor flores,@MusicfloresVic,2021-01-27,verdad obrador va colocar vacuna rusa china estan aprobadas fda ciudadanos tercera edad peligroso seguramente llegara pension si hacen favor vacunas aprobadas si morena peligro
102,102,Carlos Arciniegas Navas,@ccaliche,2021-01-27,quiera pais polombia llegado veo van llegar
103,103,Dletréame,@Dletreame,2021-01-27,mejor mas tocamos resto
104,104,satori paz,@PazTania,2021-01-27,aca colombia queriendose vacunar lograremos
105,105,๑ ꕥ Gaby® ꕥ๑,@gabyegb,2021-01-27,reto 1 semana celular ver si tan preocupados rastreen
106,106,Isa García,@Fe_derrata,2021-01-27,bueno amigo ht habra mas posibilidades algun dia vacunen
107,107,Truman Phoenix rojo,@RojoTruman,2021-01-27,pensad llegado tendecias covidianos usan burlarse movimiento negacionista triste risa ignorancia
108,108,Moonprez617,@moonprez617,2021-01-27,bien vacunen asi queda menos gente pendeja planeta
109,109,Sam Kurtz,@kurtz_vlc,2021-01-27,hacedme lista saber cuantos puestos voy adelantar lista espera vacuna
110,110,robert lehnert,@robertlehnert,2021-01-27,viva libertad vacunarse difundan miedo infundado lado vaya urgencia hospital dificultad respiratoria consecuencia
111,111,nemesis,@Nemesis40621203,2021-01-27,alergias alimentarias tomo anticoagulantes hace caso paciente cronica alguien puede ayudarme duda
112,112,Emi,@Emi21564218,2021-01-27,recuperado poquito fe pais ver mayoria tweets memes burlandose anti vacunas xd
113,113,Julian Cazablanquitas,@Ziranwa80,2021-01-27,alguien sabe alguna red social puedan ver divertidas historias leon larregui estara mas
114,114,Yosha,@yosa145,2021-01-27,gente cree dioxido cloro apoya
115,115,Autocensurada,@Marjatt,2021-01-27,estan diciendo quieren poner vacuna pruebas servir cobayas humanas negacionistas temen chip chip cabeza culo provacunas locos paranoides
116,116,A.Krret’,@krret_7,2021-01-27,vergenzas politicos estan llevando todas ponia trabajos forzados hospitales ayudar enfermos covid aqui q va pasar
117,117,♧♡♤Killer Queen♤♡♧,@KiiillerQueeen,2021-01-27,ahorita si miedo rastreen afencten genespero bien rastrea vieja paso pasaron chingar genes hijos hipocritas
118,118,Manuel Jesus,@lord_batalla,2021-01-27,ponen vacuna propio gente bajo nivel
119,119,I dale necio,@Indalec61830872,2021-01-27,pues si gracias gente
120,120,Mauro P.R,@RealMauroPerez,2021-01-27,joderia invertir miles millones euros vacuna virus segando millones vidas vengan 4 iluminados cosmicos decir vacunan vacuna chip rastreo twitteado androidios espana
121,121,Santiago Herreros,@Amonicaco,2021-01-27,deberian ser consecuentes renunciar atencion medica si contraen covid terraplanistas siendo consecuentes
122,122,Carlos,@Desxles,2021-01-27,dicen si estan pendejos peor pudiera pasar
123,123,Guty,@gutyggs,2021-01-27,terraplanistas
124,124,marqués de montespan,@soy__jose__,2021-01-27,miedo algun compuesto quimico afecte cerebro termine siendo uribista
125,125,"Carito
APRUEBO",@Caroexpress,2021-01-27,digan politizaron vacunarse vacunas izquierda vacunas derecha verdad
126,126,Walter Della Chiesa,@tanovalder,2021-01-27,estan vacunarse temor modifique genetica deberian verlo oportunidad
127,127,Albaa,@Alba_Stranger_,2021-01-27,si gente supiera vacunas convencionales normalmente efectividad 70 75 covid incluso llega 90 risa
128,128,ÁlexPT,@aleks_torres4,2021-01-27,senora toma coquita
129,129,"daya
#MinMarch",@SUGACOR3,2021-01-27,ht seguro creo romquida
130,130,Alias Corpus sin pecado concebido,@MestryneJorge,2021-01-27,alcalde
131,131,AJ,@LieInAugust,2021-01-27,ahora sale monton locos diciendo bueno matense idiotas
132,132,L'aSoraki La Tornado Trans,@LaSoraKi,2021-01-27,esperando avanzar listas antivacunas solo hacen espacio
133,133,paulino,@Paulino1958,2021-01-27,vacunas gripe neumococo vacunas garantizan eficacia 100 covid eficaces cepas britanica sudafricana obligatorio ley
134,134,Diego Contreras,@Diegocon13,2021-01-27,ve saber va tocar
135,135,"ruthy
benito",@alvarezdiaz,2021-01-27,toda vida sido vacunados ahora reniegan vacunas
136,136,Paco Téllez Aguilar,@pacotellez,2021-01-27,genial mas pillamos pensamos ponernosla mas rapido llegara solucion
137,137,Urías Velásquez,@Uriasv,2021-01-27,serio vacuna ahora unica oportunidad
138,138,Hugo,@92Hugojok,2021-01-27,chip padres
139,139,Chipichip,@Chipichip5,2021-01-27,ay van empezar pndjadas saquenme latam
140,140,M.,@stannmee,2021-01-27,politicos saltandose orden vacunandose tiempo meterse chips controlarse si mismos
141,141,LM,@LupitaMoradoM01,2021-01-27,viendo tendencia despues victimizan culpa propia ignorancia
142,142,Iūliae,@Nomore_09,2021-01-27,ht hace necesario replanteamiento educacion vida inclusion aspectos permitan alfabetizacion cientifica
143,143,Santiago Herreros,@Amonicaco,2021-01-27,encomendare dios puso tierra completamente plana
144,144,@pedro#republicaya,@pedro#republicaya,2021-01-27,curas alcaldes asesores hdlgp vacunado colandose listas iros tomar
145,145,Javier SRL,@sanchezreal1,2021-01-27,politicos familiares esten colando hace pensar vacunas frente covid beneficiosas
146,146,Catador de pochoclos,@braquiterapia,2021-01-27,vacune aca ver pasaba queria dejar comentario
147,147,Pléyade,@dsingp,2021-01-27,va vacunar carajo importa si quiere mas rapido avanza lista usted despues intenten discriminar quieran vacunar bien enfermedad tantos tratamientos pq tanta afugia vacuna jumm
148,148,Jimmy FOREX de Stocks,@JvLibertario,2021-01-27,hicieron carreras ve negocio tan ruin menos ahora quizas cambie opinion mas adelante
149,149,Javier Lara,@HboLara,2021-01-27,tampoco
150,150,Ian M.Sarabia,@IanMSarabia,2021-01-27,vacuno mmmm bueno cuidese senora
151,151,karent91 ; LT2 track 8 mío,@letmexwalls,2021-01-27,q jahdjaja
152,152,Jhonn Cubides Muñoz,@Cubides95,2021-01-27,dicen ponen chip rastreo control espionaje coleccion datos demas pendejadas pregunto entregaron toooodos datos app facebook saber tipo dinosaurio
153,153,Fernando Reyna Treviño,@Fernand98023844,2021-01-27,gobierno mas atina conseguir vacunas
154,154,teo,@elamigoteo,2021-01-27,chip 5g tuiteado red social sorprendentemente gratis casualmente anuncia cosas acordes gustos
155,155,🄽🄰🅃🄰🄻🄸🄰,@Natalia__Edith,2021-01-27,imponga si elija dinero decision aborto
156,156,daechwita #1,@CYPH0SE0K,2021-01-27,senora usted salia dias comprar tacos calle sudor pepino mosqueado valga verga venga vacuna
157,157,Haibaku Ishida,@HaibakuIshida,2021-01-27,aclaro vacunado
158,158,Irene Rabadán,@Irenerj9,2021-01-27,tampoco ocupen camas uci utilicen respiradores si contagian
159,159,ΔLEJΔNDRO DΔVILΔ,@davilaalejandro,2021-01-27,gracias
160,160,⎊ Kev Stark ⎊,@StarKevin28,2021-01-27,solo espana hh podria ser tendencia
161,161,𝐅𝐄𝐑 lvs bri.,@T4EB0Y,2021-01-27,da tanta risa ponganse estudiar gracias
162,162,Mauricio,@desde5738,2021-01-27,crearon falsa pandemia obligarnos meternos veneno
163,163,jerusalénvillanueva,@jevigo1,2021-01-27,quiero saltarme cola suficientes vacunas cuanto toque pondre bien contenta chip bill controle venga gana petardos petardos
164,164,Jorge Andres,@castiwhite1991,2021-01-27,colombia vacunas asi facil
165,165,golden,@hxrryftHessa,2021-01-27,pues pagais tratamiento medico guapos gracias poner riesgo gente
166,166,"Angiepuma
.",@Reborned2020,2021-01-27,pues rusia estan contentos inicio tercera fase pruebas sputnik mexicanos
167,167,R,@roodv__,2021-01-27,personas recibido segunda dosis vacuna covid muerto igual si vacunado sirve vacuna
168,168,Alberto Guillén,@aguillenATC,2021-01-27,unico ve correlacion test via anal
169,169,Gatete antibozal NO me vacuno,@gatete79,2021-01-27,asi dejar mas dosis covidiotas gracias vacuna inmortales inmortales subnormales
170,170,ø Ángel ø,@Banqueri16,2021-01-27,vacuna deberia ser obligatoria acepto debate favor vacuna opinion respetable siento
171,171,Jorge Diaz Narvaez,@diaznarva1,2021-01-27,puesta vacuna
172,172,angicita | rosé solo,@rinsiespov,2021-01-27,cago madres hijos puta cago puta pario malparidos brrrr mamense bicho cante cabrones intocables iluminatis grupo uuaaa mamense bichote
173,173,Ramona,@Ramona_Bio,2021-01-27,pa mejor pendejos digan asi esperanza vacunen 2030
174,174,Annihilator,@JosMan1141,2021-01-27,gusta
175,175,Conchita Esperanza Elizondo,@your_majesty14,2021-01-27,vacunas chinas rusas pongan chairos punto
176,176,Janex mapacho,@Janex14301785,2021-01-27,gente quiere vivir huevos seleccion natural gracias ayudar humanidad seguir adelante sacrificio nunca sera olvidado curense tes guayaba ver si mamada sirve si sirve esten mamando hospitales idiotas
177,177,ToyLibre,@ToyLiber,2021-01-27,ritmo gobierno vacunas luego meten
178,178,Karen Soler,@_KSolerC,2021-01-27,ay callate maldito tercermundista alguien empieza bobadas acerca chips vacunas
179,179,R Angélica S,@RangelicaSS,2021-01-27,asi multaron nina q incito ayuno 2 dias deberian multar promueven ignorancia estupidez
180,180,DAS B12,@gatolotov,2021-01-27,parte buena tendencia seleccion natural hara trabajo
181,181,Bellatium,@Bellatium1,2021-01-27,debate quieren llamar atencion enserio estupidos
182,182,Pléyade,@dsingp,2021-01-27,tildan conspiracionistas quieren vacunar mas credulos humanos principio basico ciencia cuestionamiento contrario religion bonche dormilones jajajaja
183,183,Lalo Alberto,@alcero13,2021-01-27,cabeza sino prolongacion cuello dijo iluminado
184,184,Ángel González,@AngelLestat666,2021-01-27,madre vacunado manana pone segunda dosis deseando ponerme vacuna profesion si tocara mes tres pasa mas resto si queremos
185,185,Tony Louis,@TonyLou36978307,2021-01-27,ver alguien puede explicar
186,186,Viviana,@Viviana_240806,2021-01-27,pues mk vacunas
187,187,Leonel Uriel Alzate,@LeonelVillavo,2021-01-27,uds creen dicen si primeros ves fila cobrando familias accion ingreso solidario etc esperen mierdero van armar ser vacunados primero gusta gratis mismos vandalos misma plaga
188,188,Alberto Vidal,@albertovidal1,2021-01-27,tendencia bueno mejor mas rapido puedo acceder dosis
189,189,samir urrutia,@SamirUrrutia,2021-01-27,pico yera
190,190,Jonathan,@jonathanguzmn_,2021-01-27,dicen van vacunar entonces siguen usando cubrebocas
191,191,Andres Mendoza,@ARMendoza_A,2021-01-27,apuesto apoyan votaron actual presidente colombia jaja
192,192,ʟ ɪ ɴ,@linsinicol,2021-01-27,oigan si regalame oportunidad vacunarme posible esperar verano 2022
193,193,Birchinia,@Birchinia,2021-01-27,pues bien parece idiota menos delante
194,194,Bertha Caraveo,@CaraveoBertha,2021-01-27,lamentable contenta exhibida llevo ayer redes sociales senadora hoy impulse agenda antivacunas medio hashtag internet bautizo basto estudiara tema
195,195,NI PIO,@CharroMamon,2021-01-27,sigo fe detente
196,196,Antidaniel,@Antidaniel_,2021-01-27,motivos desarrollado rapido saltado fases elaboracion testado correctamente vacuna tarda media 3 anos desarrollarse vacunas pfizer moderna si pueden modificar adn dando origen posibles enfermedades
197,197,Elias ECS,@EliasECS_,2021-01-27,dan miedo vacunas vas pinchar hombro alto miedo
198,198,ميغيل سرفانتس,@maikcerv0,2021-01-27,awebo recibire vacuna mas rapido d
199,199,Juan C. Salazar®,@jc_salazar,2021-01-27,suena absurdo razonable si vemos estan aprobando vacuna informacion completa efectividad
200,200,"Gataluna Es fácil: mascarilla, manos, distancia",@Gataluna21,2021-01-27,pues vacuneis mejor asi demas mas rapido protegidos si va ser seleccion natural
201,201,Sergio Eljure,@Eljuresergio,2021-01-27,dicen mismas inyectan biopolimeros
202,202,Juan L Mendez Fierro,@juanluismendez,2021-01-27,dichos pendejos gente pendeja
203,203,Bogotá Firme,@bogotamuyfirme,2021-01-27,rt vacune costa rica
204,204,Marianito,@mmmmarianito,2021-01-27,mejor mas anda cabeza mas memos bien
205,205,Mary,@mariaamonicafc,2021-01-27,gente tuitea misma cree cuento dioxido cloro jssjsjsjjs
206,206,El Chilango Alfa,@ChilangoAlfa,2021-01-27,genial mas vacunas
207,207,Isder 666,@Isder_666,2021-01-27,ps pendejos
208,208,Nacho,@_Nihilanth_,2021-01-27,terraplanistas unen campana antivacunas
209,209,Lucio Xiaoping,@WeritoDeMercado,2021-01-27,nad mas sirve demostrar twitter darle voz gente pendeja error
210,210,Martín Medina B.,@poetarum33,2021-01-27,si vacuna rusa sigue fase 2 unicas generan confianza astrazeneca moderna johnson johnson pfizer
211,211,Miss Gold.,@_ms_gold_,2021-01-27,aprovecho tt decir alto claro farmaceuticas politicos hagan negocio salud cuanto mas ataquen insulten borregos odiadores mas convencida
212,212,VictoriaUve,@AtticusUve,2021-01-27,deberian firmar tambien mismo luego surjan malentendidos
213,213,A l a n z a ♡.,@AryTMPR,2021-01-27,ultima fase seleccion natural pandemia
214,214,Josafath Buensuceso,@buensuceo,2021-01-27,bien vacuna rusa menos confiable mamen neta estan viendo cifras plan vacunacion 4t mierda ponen todavia decir vacunaran
215,215,VJair,@VJair3,2021-01-27,pseudovacuna rusa quiere aplica gobierno amlo vacuna cuenta aprobacion oms fda rusos ocultado resultados fase prueba tres acusados falsear informaciones fases previas
216,216,giltovar1,@giltovarl,2021-01-27,dicen van insertar chip robarle datos chip insertado mano llama celular inventen ademas
217,217,Héctor V,@hectorvc70528,2021-01-27,pesar manipulacion medios sistema inmune adapta mas sensato comer bien vitaminarse
218,218,Johnny,@johnny_liq,2021-01-27,asi habran visto pandemias pasada humanos alguien queriendo salvarlos mas infinita ignorancia opone tema salud hablaras muneco tepeyac corto ponen flores
219,219,luis angel trives,@luisangeltrives,2021-01-27,tendencia espana haria tendencia gilipollas traduccion viene anillo dedo escriben hashtag
220,220,Rafa Ramos,@RafaelRG817,2021-01-27,dioxido cloro recomendo doctora natalia paris
221,221,La Carilina,@La_Carilina,2021-01-27,vacuna experimental vacuante vos si dentro 5 anos seguis vivo dio autoinmune dejo cuadriplejico esteril quizas piense
222,222,leo_1,@lionlives_,2021-01-27,si mejor cambiamos vamos lado positivo
223,223,Lloron,@LloronSInho_,2021-01-27,oh basico miren uso morros mecos aaaayyyyyy siiiiiii voy vacunar
224,224,Jorge Murillo A,@_jamurillo,2021-01-27,tt patrocino
225,225,Marly,@Marly33333,2021-01-27,agenda 2030 contrario predican falsos profetas privatizan mundo mayoria sera apartado
226,226,Deutero,@esgrasiao2,2021-01-27,dudas si vacunannos expone demasal mismo tiempopara evolucione especiehay deshacerse eslabones mas debiles si autosacrifican solosnos quitamos problema
227,227,SadGus,@Agu5M3za,2021-01-27,puro conspiraciones despues andan fiestas clandestinas salen mascarilla fin odio mundo gente
228,228,eragon,@hefestionok,2021-01-27,gente ignorante detras hashtag mas facil conspirar estudiar
229,229,jimmy López,@Lpez9c,2021-01-27,pues vacunen hptas
230,230,Patria o Caos,@Facho_tv,2021-01-27,pta dan risa perkines sistema creen vacuna sera salvacion dicen si vacuno voy morir enfermedad sobrevive 99 contagiadospinera dice traera vacuna van imbeciles hacer fila
