Nombre de usuario,Usuario,Fecha,Texto
Gobernación del Huila,@HuilaGob,2020-07-14T23:55:56.000Z,"Salud Departamental notifica 5 casos nuevos de #Covid19:

La Sala de Análisis del Riesgo del #Huila confirmó nuevos casos positivos de Covid19: 2 en #Neiva, 1 en #Nátaga, 1 en #Suaza y 1 en #Gigante."
Presidencia Colombia,@infopresidencia,2020-07-14T22:59:03.000Z," #EnVivo | Medidas implementadas por el Gobierno Nacional para mitigar los efectos de la pandemia del covid-19 en el país. #PrevenciónyAcciónPresidencia Colombia
@infopresidencia
 #EnVivo | Medidas implementadas por el Gobierno Nacional para mitigar los efectos de la pandemia del covid-19 en el país. #PrevenciónyAcción
pscp.tv"
Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2020-07-14T22:30:51.000Z,Con el apoyo del @DapardAntioquia y la Gerencia de Negritudes visitamos Punta de Ocaidó para ejecutar acciones de cara al plan de contingencia de #COVID19. Realizamos toma de pruebas e hicimos búsqueda activa para fortalecer las labores de vigilancia epidemiológica.
Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2020-07-14T21:23:14.000Z,"¿Qué significa aislarse? 
El aislamiento es una medida importante que adoptan las personas con síntomas de #Covid_19 para evitar infectar a otras personas de la comunidad, incluidos sus familiares.

#CuidarteEsCuidarnos"
Presidencia Colombia,@infopresidencia,2020-07-14T19:47:50.000Z,"El Gobierno Nacional está apoyando la nueva fase de Aislamiento Preventivo implementada en Bogotá desde el pasado 13 de julio, con acciones en salud, ayudas sociales y protección del empleo. #PrevenciónyAcciónAportes del Gobierno Nacional a medidas del Distrito para aislamiento por sectores en Bogotá
El Gobierno Nacional está apoyando la nueva fase de Aislamiento Preventivo implementada en Bogotá desde el pasado 13 de julio, con acciones en salud, ayudas sociales y protección del empleo.
id.presidencia.gov.co"
Presidencia Colombia,@infopresidencia,2020-07-14T17:32:00.000Z,"#PrevenciónyAcción | El 
@MinSaludCol
, 
@Fruizgomez
, confirmó que, a la fecha se han capacitado más de 30 mil profesionales de la salud para fortalecer expansión de UCI, como un objetivo fijado desde el inicio de la pandemia."
Supersalud,@Supersalud,2020-07-14T02:11:47.000Z,"#PrevenciónYAcción | ""Nos da gusto cumplirles a las comunidades de #Tumaco, #Quibdó y #Chiriguaná en el #Cesar, hospitales que no contaban con unidades de cuidados intensivos y que ya disponen de estos servicios. Estos tres ya cuentan con 33 camas #UCI"": 
@Supersalud
 Aristizábal"
Supersalud,@Supersalud,2020-07-14T01:22:29.000Z,"#PrevenciónYAcción | En lo que tiene que ver con las camas de cuidado intermedio y de aislamiento ampliamos
en 556 camas y se tiene proyectados aumentar
435 más."
Supersalud,@Supersalud,2020-07-14T01:11:07.000Z,"#PrevenciónYAcción | “Podemos anunciar que estos 
hospitales intervenidos tenían antes de la pandemia 137 camas y hoy ya contamos con 295 camas, lo que significa un incremento del 115 por ciento. Y se proyecta en corto plazo 439 nuevas #UCI""."
Presidencia Colombia,@infopresidencia,2020-07-14T00:59:02.000Z,"#PrevenciónyAcción | Conoce cómo avanza la asignación y entrega de ventiladores en el territorio nacional, para la ampliación de capacidades en Unidades de Cuidado Intensivo. "
