Nombre de usuario,Usuario,Fecha,Texto
Secretaría de Desarrollo de la Salud - Córdoba.,@CordobaSalud,2021-03-07T03:01:40.000Z,"#BoletínCOVID19 Infórmate sobre los 5.795 vacunados, 81 nuevos positivos y 5 decesos por #COVID19 en el departamento de Córdoba. 
37.219 Total Positivos Pandemia
1.941 Fallecidos
34.870 Recuperados
1408 Casos Activos
 ¡No bajemos la guardia! 
#CórdobaSeVacuna"
Claudia López,@ClaudiaLopez,2021-03-06T20:29:11.000Z,"Bogotá quiere contribuir al esfuerzo global de vacunación contra el coronavirus, por eso presentamos a 4 países y a 3 compañías farmacéuticas una propuesta formal para instalar la capacidad de producir vacunas en nuestra ciudad. 

#UnAñoSalvandoVidasBogotá propone montar centro de producción de vacunas COVID-19
Después de un año de superar retos, con la vacunación en marcha, la ciudad se alista para afrontar el segundo año de la emergencia. Radicó una ...
elespectador.com"
Territorial de Salud de Caldas,@saluddecaldas,2021-03-06T19:42:36.000Z,"¿Es cierto que después de ser inmunizados con una de las vacunas #SegurasYEfectivas contra la COVID-19 se acabarán las medidas de prevención?
#PrimeroLaVacuna
#PrimeroLaGente 
@LuisCarlosGober"
Claudia López,@ClaudiaLopez,2021-03-06T15:45:07.000Z,"En honor a quienes nos dejaron a causa del coronavirus, creamos el Jardín de la Esperanza, en 
@SectorSalud
 y el Bosque El Abrazo, en la reserva Thomas Van Der Hammen; como símbolo de que su energía vital siempre estará con nosotros.

#UnAñoSalvandoVidas"
Claudia López,@ClaudiaLopez,2021-03-06T15:41:01.000Z,"Lo material lo vamos a recuperar, las vidas que perdimos en cambio, nos dolerán por siempre. De este desafío de la pandemia saldremos bien y mejores,con más capacidades, empatía y solidaridad para lograrlo

A Bogotá siempre gracias y nuestra compañía siempre

#UnAñoSalvandoVidas"
Territorial de Salud de Caldas,@saluddecaldas,2021-03-03T17:20:19.000Z,"Continuamos la entrega de vacunas a nuestros municipios. Hoy el gerente del hospital San Marcos de Chinchiná, Anibal Rueda, recibe 204 vacunas para el personal de salud priorizado y adultos mayores de centros de larga estancia.
#PrimeroLavacuna 
#YoMeVacuno"
Territorial de Salud de Caldas,@saluddecaldas,2021-03-03T13:01:24.000Z,"3 razones por las que es importante que nos apliquemos vacunas #SegurasYEfectivas
contra la COVID-19"
Secretaría de Desarrollo de la Salud - Córdoba.,@CordobaSalud,2021-03-03T00:29:12.000Z,"#BoletínCOVID19 Infórmate sobre los 2373 Vacunados, 160 nuevos positivos y 3 decesos por #COVID19 en el departamento de Córdoba. 
37.722 Total Positivos Pandemia
1.921 Fallecidos
34.556 Recuperados
1095 Casos Activos
 ¡No bajemos la guardia! 
#CórdobaSeVacuna"
Territorial de Salud de Caldas,@saluddecaldas,2021-03-02T22:30:04.000Z,"Si tienes enfermedades de base, comorbilidades o eres adulto mayor, esta información sobre las vacunas #SegurasYEfectivas contra la COVID-19, es para ti
#PrimeroLaGente
#YoMeVacuno
@LuisCarlosGober"
Secretaría de Salud de Valle del Cauca,@secsaludvalle,2021-03-02T20:54:56.000Z,"Algunos efectos secundarios pueden aparecer después de recibir la vacuna contra la #COVID19, estos son normales y deben desaparecer al cabo de pocos días. Consulte al médico.
 Dolor o hinchazón donde recibió la vacuna
 Fiebre
 Escalofríos 
 Cansancio 
 Dolor de cabeza"
Secretaría de Desarrollo de la Salud - Córdoba.,@CordobaSalud,2021-03-02T02:05:41.000Z,"#BoletínCOVID19 Infórmate sobre los 
1795 Vacunados, 83 nuevos positivos y 3 decesos por #COVID19 en el departamento de Córdoba. 
37.412 Total casos positivos - Pandemia.
1.918 Fallecidos
34.539 Recuperados
955 Casos Activos
 ¡No bajemos la guardia! 
#CórdobaSeVacuna"
Secretaría de Desarrollo de la Salud - Córdoba.,@CordobaSalud,2021-02-28T23:11:04.000Z,"#BoletínCOVID19 Infórmate sobre los 160 nuevos positivos y 4 decesos por #COVID19 en el departamento de Córdoba. 
37.329 Total casos positivos - Pandemia.
1.915 Fallecidos
34.463 Recuperados
951 Casos Activos
 ¡No bajemos la guardia! 

#CórdobaSeVacuna #YoElijoVivir"
Territorial de Salud de Caldas,@saluddecaldas,2021-02-28T13:54:20.000Z,"¿Es cierto que después de ser inmunizados con una de las vacunas #SegurasYEfectivas contra la COVID-19 se acabarán las medidas de prevención?.
Recuerde que debemos mantener estas medidas
#PrimeroLaGente 
#EstamosListos"
Secretaría de Desarrollo de la Salud - Córdoba.,@CordobaSalud,2021-02-28T01:36:10.000Z,"#BoletínCOVID19 Infórmate sobre los 155 nuevos positivos y 4 decesos por #COVID19 en el departamento de Córdoba. 
37.169 Total casos positivos - Pandemia.
1.911 Fallecidos
34.463 Recuperados
795 Casos Activos
1432 Vacunados
 ¡No bajemos la guardia! 
#CórdobaSeVacuna"
