Nombre de usuario,Usuario,Fecha,Texto
MinSaludCol,@MinSaludCol,2021-03-07T15:30:00.000Z,"Vacunarse y seguir las recomendaciones para protegerse y proteger a los demás, es indispensable para ayudar a reducir la propagación de la COVID-19. #YoMeVacuno"
Alcaldía de Bogotá,@Bogota,2021-03-07T15:30:00.000Z,"Los pulmones no me daban, pero la asistencia médico fue fundamental para salir avante', dice Leonardo Osorio, paciente recuperado de COVID-19 en uno de los hospitales de la red pública de Bogotá 

Este es su agradecimiento para el personal de salud #UnAñoSalvandoVidas"
Alcaldía de Bogotá,@Bogota,2021-03-07T15:00:01.000Z,"Durante la pandemia hemos tenido picos de hasta 8.700 llamadas diarias a la Línea 123. Esta cantidad de solicitudes las hemos podido atender, gracias al aumento en el talento humano para la gestión de estas llamadas #UnAñoSalvandoVidas"
Alcaldía de Bogotá,@Bogota,2021-03-07T14:30:00.000Z,"Ricardo Hernández es médico y también vivió en carne propia cómo es luchar en un hospital de Bogotá contra el COVID-19. Hoy, luego de estar recuperado, agradece y exalta a sus colegas de la salud por la atención que le brindaron #UnAñoSalvandoVidas"
Alcaldía de Bogotá,@Bogota,2021-03-07T14:30:00.000Z,"#UnAñoSalvandoVidas, cambiando hábitos y cuidando el medio ambiente."
Secretaría Distrital de Salud,@SectorSalud,2021-03-07T14:00:00.000Z,"Los datos abiertos han sido una política de 
@SectorSalud
 que fortalece la transparencia, la democracia y la participación social. En #SaluData los ciudadanos han tenido al alcance de un clic la información oficial sobre el COVID-19 y 213 indicadores más. #UnAñoSalvandoVidas"
Alcaldía de Bogotá,@Bogota,2021-03-07T02:58:00.000Z,"A un año de la pandemia del COVID-19, Bogotá cuenta con una red nueva de 84 kilómetros de bicicarriles.
Ahora con la Política Pública de la bici podremos fortalecer la calidad de los viajes y aumentar el número de biciusuarios. 
#UnAñoSalvandoVidasEl coronavirus y nuestro reencuentro con la bicicleta
En la pandemia Bogotá asumió el desafío de evolucionar para no estancarse y por ende la bicicleta pasó a ser la protagonista de la movilidad capitalina.
bogota.gov.co"
Alcaldía de Bogotá,@Bogota,2021-03-07T02:48:00.000Z,"#UnAñoSalvandoVidas | La investigación social y las estrategias de cultura ciudadana fueron determinantes para cuidarnos y salvar vidas. 
El Subsecretario de Cultura Ciudadana, nos cuenta cómo se llevó a cabo la construcción de estrategias pedagógicas.“Lo mínimo que podemos hacer es agradecerle a la ciudadanía”: Murrain
La pedagogía y la cultura ciudadana nos cambio, y de la mano con los protocolos de bioseguridad, no hizo mejores bogotanos.
bogota.gov.co"
Alcaldía de Bogotá,@Bogota,2021-03-07T02:38:00.000Z,"Hace un año se conoció el primer caso de covid-19 en Bogotá, así fue como nos preparamos y enfrentamos este reto 
#UnAñoSalvandoVidas¿Cómo nos cambió la vida con la Alerta Amarilla y el Simulacro Vital?
Al cumplirse un año de la pandemia en Bogotá, se recuerda lo que significó en su momento para la ciudad decretar la Alerta amarilla y el Simulacro Vital.
bogota.gov.co"
Alcaldía de Bogotá,@Bogota,2021-03-07T02:18:01.000Z,"Nuestro compromiso ha sido salvar vidas, con esfuerzo colectivo entre el sector privado y el Gobierno Nacional, aumentamos nuestra capacidad de la red hospitalaria, pasamos de 935 UCI a 2.437. #UnAñoSalvandoVidas"
Gobernación de Antioquia,@GobAntioquia,2021-03-07T01:34:27.000Z," Hoy logramos aplicar 7.510 vacunas contra el COVID-19, el mayor avance desde que iniciamos el proceso de inmunización en Antioquia. Ya son 39.328 personas vacunadas. En esta fase protegemos a nuestros adultos mayores y a los GIGANTES de la salud.
#CuidarnosYVacunarnos"
